-2 150.000000 200.000000 0.000000 102.200000 
0 160.000000 200.000000 0.000000 102.200668 
1 158.660248 205.000000 0.000334 102.200577 
2 155.000000 208.660248 0.000579 102.200333 
3 150.000000 210.000000 0.000668 102.199997 
4 145.000000 208.660248 0.000579 102.199669 
5 141.339752 205.000000 0.000334 102.199425 
6 140.000000 200.000000 0.000000 102.199333 
7 141.339752 195.000000 -0.000334 102.199425 
8 145.000000 191.339752 -0.000579 102.199669 
9 150.000000 190.000000 -0.000668 102.199997 
10 155.000000 191.339752 -0.000579 102.200333 
11 158.660248 195.000000 -0.000334 102.200577 
12 170.000000 200.000000 0.000000 102.200470 
13 168.793854 206.840408 0.000162 102.200447 
14 165.320892 212.855759 0.000304 102.200363 
15 160.000000 217.320511 0.000409 102.200233 
16 153.472961 219.696152 0.000465 102.200081 
17 146.527039 219.696152 0.000465 102.199921 
18 140.000000 217.320511 0.000409 102.199760 
19 134.679108 212.855759 0.000304 102.199638 
20 131.206146 206.840408 0.000162 102.199554 
21 130.000000 200.000000 0.000000 102.199524 
22 131.206146 193.159592 -0.000162 102.199554 
23 134.679108 187.144241 -0.000304 102.199638 
24 140.000000 182.679489 -0.000409 102.199760 
25 146.527039 180.303848 -0.000465 102.199921 
26 153.472961 180.303848 -0.000465 102.200081 
27 160.000000 182.679489 -0.000409 102.200233 
28 165.320892 187.144241 -0.000304 102.200363 
29 168.793854 193.159592 -0.000162 102.200447 
30 180.000000 200.000000 0.000000 102.200386 
31 178.977768 207.764572 0.000100 102.200371 
32 175.980759 215.000000 0.000193 102.200333 
33 171.213211 221.213211 0.000273 102.200272 
34 165.000000 225.980759 0.000334 102.200195 
35 157.764572 228.977768 0.000373 102.200096 
36 150.000000 230.000000 0.000386 102.199997 
37 142.235428 228.977768 0.000373 102.199898 
38 135.000000 225.980759 0.000334 102.199806 
39 128.786789 221.213211 0.000273 102.199730 
40 124.019241 215.000000 0.000193 102.199669 
41 121.022224 207.764572 0.000100 102.199631 
42 120.000000 200.000000 0.000000 102.199615 
43 121.022224 192.235428 -0.000100 102.199631 
44 124.019241 185.000000 -0.000193 102.199669 
45 128.786789 178.786789 -0.000273 102.199730 
46 135.000000 174.019241 -0.000334 102.199806 
47 142.235428 171.022232 -0.000373 102.199898 
48 150.000000 170.000000 -0.000386 102.199997 
49 157.764572 171.022232 -0.000373 102.200096 
50 165.000000 174.019241 -0.000334 102.200195 
51 171.213211 178.786789 -0.000273 102.200272 
52 175.980759 185.000000 -0.000193 102.200333 
53 178.977768 192.235428 -0.000100 102.200371 
54 190.000000 200.000000 0.000000 102.200333 
55 189.125900 208.316467 0.000069 102.200325 
56 186.541824 216.269470 0.000136 102.200302 
57 182.360687 223.511414 0.000196 102.200272 
58 176.765228 229.725800 0.000248 102.200226 
59 170.000000 234.641022 0.000289 102.200165 
60 162.360687 238.042267 0.000318 102.200104 
61 154.181137 239.780869 0.000332 102.200035 
62 145.818863 239.780869 0.000332 102.199966 
63 137.639313 238.042267 0.000318 102.199898 
64 130.000000 234.641022 0.000289 102.199837 
65 123.234779 229.725800 0.000248 102.199776 
66 117.639320 223.511414 0.000196 102.199730 
67 113.458183 216.269470 0.000136 102.199692 
68 110.874100 208.316467 0.000069 102.199677 
69 110.000000 200.000000 0.000000 102.199669 
70 110.874100 191.683533 -0.000069 102.199677 
71 113.458183 183.730530 -0.000136 102.199692 
72 117.639320 176.488586 -0.000196 102.199730 
73 123.234779 170.274200 -0.000248 102.199776 
74 130.000000 165.358978 -0.000289 102.199837 
75 137.639313 161.957733 -0.000318 102.199898 
76 145.818863 160.219131 -0.000332 102.199966 
77 154.181137 160.219131 -0.000332 102.200035 
78 162.360687 161.957733 -0.000318 102.200104 
79 170.000000 165.358978 -0.000289 102.200165 
80 176.765228 170.274200 -0.000248 102.200226 
81 182.360687 176.488586 -0.000196 102.200272 
82 186.541824 183.730530 -0.000136 102.200302 
83 189.125900 191.683533 -0.000069 102.200325 
84 125.000000 243.301270 0.000259 102.199852 
85 117.860619 238.302216 0.000229 102.199806 
86 111.697777 232.139374 0.000192 102.199768 
87 106.698730 225.000000 0.000149 102.199738 
88 103.015366 217.101013 0.000102 102.199722 
89 100.759613 208.682404 0.000052 102.199707 
90 100.000000 200.000000 0.000000 102.199699 
91 100.759613 191.317596 -0.000052 102.199707 
92 103.015366 182.898987 -0.000102 102.199722 
93 106.698730 175.000000 -0.000149 102.199738 
94 111.697777 167.860626 -0.000192 102.199768 
95 117.860619 161.697784 -0.000229 102.199806 
96 125.000000 156.698730 -0.000259 102.199852 
97 132.898987 153.015366 -0.000281 102.199898 
98 141.317596 150.759613 -0.000294 102.199951 
99 150.000000 150.000000 -0.000299 102.199997 
100 158.682404 150.759613 -0.000294 102.200050 
101 167.101013 153.015366 -0.000281 102.200104 
102 175.000000 156.698730 -0.000259 102.200150 
103 182.139374 161.697784 -0.000229 102.200195 
104 188.302216 167.860626 -0.000192 102.200226 
105 193.301270 175.000000 -0.000149 102.200256 
106 196.984634 182.898987 -0.000102 102.200279 
107 199.240387 191.317596 -0.000052 102.200294 
108 200.000000 200.000000 -0.000000 102.200302 
109 199.240387 208.682404 0.000052 102.200294 
110 196.984634 217.101013 0.000102 102.200279 
111 193.301270 225.000000 0.000149 102.200256 
112 188.302216 232.139374 0.000192 102.200226 
113 182.139374 238.302216 0.000229 102.200195 
114 175.000000 243.301270 0.000259 102.200150 
115 167.101013 246.984634 0.000281 102.200104 
116 158.682404 249.240387 0.000294 102.200050 
