-2 150.000000 200.000000 0.000000 -102.200000 
120 160.000000 200.000000 0.000000 -102.199333 
121 158.660248 205.000000 0.000334 -102.199425 
122 155.000000 208.660248 0.000579 -102.199669 
123 150.000000 210.000000 0.000668 -102.199997 
124 145.000000 208.660248 0.000579 -102.200333 
125 141.339752 205.000000 0.000334 -102.200577 
126 140.000000 200.000000 0.000000 -102.200668 
127 141.339752 195.000000 -0.000334 -102.200577 
128 145.000000 191.339752 -0.000579 -102.200333 
129 150.000000 190.000000 -0.000668 -102.199997 
130 155.000000 191.339752 -0.000579 -102.199669 
131 158.660248 195.000000 -0.000334 -102.199425 
132 170.000000 200.000000 0.000000 -102.199524 
133 168.793854 206.840408 0.000162 -102.199554 
134 165.320892 212.855759 0.000304 -102.199638 
135 160.000000 217.320511 0.000409 -102.199760 
136 153.472961 219.696152 0.000465 -102.199921 
137 146.527039 219.696152 0.000465 -102.200081 
138 140.000000 217.320511 0.000409 -102.200233 
139 134.679108 212.855759 0.000304 -102.200363 
140 131.206146 206.840408 0.000162 -102.200447 
141 130.000000 200.000000 0.000000 -102.200470 
142 131.206146 193.159592 -0.000162 -102.200447 
143 134.679108 187.144241 -0.000304 -102.200363 
144 140.000000 182.679489 -0.000409 -102.200233 
145 146.527039 180.303848 -0.000465 -102.200081 
146 153.472961 180.303848 -0.000465 -102.199921 
147 160.000000 182.679489 -0.000409 -102.199760 
148 165.320892 187.144241 -0.000304 -102.199638 
149 168.793854 193.159592 -0.000162 -102.199554 
150 180.000000 200.000000 0.000000 -102.199615 
151 178.977768 207.764572 0.000100 -102.199631 
152 175.980759 215.000000 0.000193 -102.199669 
153 171.213211 221.213211 0.000273 -102.199730 
154 165.000000 225.980759 0.000334 -102.199806 
155 157.764572 228.977768 0.000373 -102.199898 
156 150.000000 230.000000 0.000386 -102.199997 
157 142.235428 228.977768 0.000373 -102.200096 
158 135.000000 225.980759 0.000334 -102.200195 
159 128.786789 221.213211 0.000273 -102.200272 
160 124.019241 215.000000 0.000193 -102.200333 
161 121.022224 207.764572 0.000100 -102.200371 
162 120.000000 200.000000 0.000000 -102.200386 
163 121.022224 192.235428 -0.000100 -102.200371 
164 124.019241 185.000000 -0.000193 -102.200333 
165 128.786789 178.786789 -0.000273 -102.200272 
166 135.000000 174.019241 -0.000334 -102.200195 
167 142.235428 171.022232 -0.000373 -102.200096 
168 150.000000 170.000000 -0.000386 -102.199997 
169 157.764572 171.022232 -0.000373 -102.199898 
170 165.000000 174.019241 -0.000334 -102.199806 
171 171.213211 178.786789 -0.000273 -102.199730 
172 175.980759 185.000000 -0.000193 -102.199669 
173 178.977768 192.235428 -0.000100 -102.199631 
174 190.000000 200.000000 0.000000 -102.199669 
175 189.125900 208.316467 0.000069 -102.199677 
